MLS#,Original List Price,Rented Price,Price Change,Percentage Change,SF,Price/SF,List Date,Rented Date,Calculated DOM,Year Built,Pool,Waterfront,Pets Allowed,GAR,Last List Price,Available Date,Last Status Change Date,System DOM,City Name,State,Zip Code,Subdivision Name,BE,BA
A11085947,"$3,800 ","$4,100 ",($300),-7.89%,"1,123",3.65,08/17/2021,11/08/2021,83,2008,Yes,Yes,No,1,"$3,800 ",09/01/2021,11/15/2021,12,Miami,FL,33131,500 BRICKELL WEST CONDO,2,2
A11098304,"$2,800 ","$2,600 ",$200 ,7.14%,929,2.8,09/14/2021,11/08/2021,55,2007,No,No,No,1,"$2,500 ",10/01/2021,12/12/2021,46,Miami,FL,33130,PARKVIEW AT BRICKELL COND,2,2
A11113639,"$4,000 ","$4,000 ",$0 ,0.00%,"1,380",2.9,10/19/2021,11/08/2021,20,2006,Yes,No,No,1,"$4,000 ",10/19/2021,11/29/2021,14,Miami,FL,33137,PLATINUM CONDO,2,2
A11094341,"$2,900 ","$3,500 ",($600),-20.69%,"1,013",3.46,09/03/2021,11/08/2021,66,2008,Yes,No,Yes,1,"$3,500 ",09/15/2021,11/09/2021,67,Miami,FL,33130,THE AXIS ON BRICKELL II C,2,2
A11102719,"$2,700 ","$3,050 ",($350),-12.96%,977,3.12,09/22/2021,11/07/2021,46,2016,Yes,No,Yes,0,"$3,100 ",09/22/2021,11/07/2021,22,Miami,FL,33131,CENTRO CONDO,2,2
A11092835,"$4,200 ","$4,200 ",$0 ,0.00%,"1,099",3.82,09/01/2021,11/05/2021,65,2010,Yes,Yes,No,1,"$4,200 ",09/10/2021,11/08/2021,36,Miami,FL,33130,MINT CONDO,2,2
A11096254,"$3,750 ","$3,600 ",$150 ,4.00%,"1,402",2.57,09/09/2021,11/03/2021,55,2006,Yes,Yes,Yes,1,"$3,600 ",09/16/2021,11/06/2021,37,Miami,FL,33131,BRICKELL ON THE RIVER S T,2,2
A11098291,"$4,200 ","$4,200 ",$0 ,0.00%,"1,123",3.74,09/14/2021,11/02/2021,49,2008,Yes,No,Yes,1,"$4,200 ",10/12/2021,12/10/2021,36,Miami,FL,33131,500 BRICKELL WEST CONDO,2,2
A11098852,"$4,100 ","$4,200 ",($100),-2.44%,"1,167",3.6,09/15/2021,11/01/2021,47,2015,Yes,No,No,1,"$4,100 ",09/15/2021,11/08/2021,8,Miami,FL,33130,1100 MILLECENTO RESIDENCE,2,2
A11095197,"$3,000 ","$3,000 ",$0 ,0.00%,"1,051",2.85,09/08/2021,11/01/2021,54,2005,Yes,No,No,1,"$3,000 ",09/08/2021,11/01/2021,36,Miami,FL,33132,1800 BISCAYNE PLAZA CONDO,2,2
A11110127,"$4,100 ","$3,900 ",$200 ,4.88%,"1,200",3.25,10/12/2021,11/01/2021,20,2008,Yes,No,Yes,1,"$4,100 ",10/12/2021,12/09/2021,58,Miami,FL,33131,500 BRICKELL WEST CONDO,2,2
A11111150,"$3,600 ","$3,500 ",$100 ,2.78%,"1,110",3.15,10/13/2021,11/01/2021,19,2018,Yes,No,Yes,2,"$3,600 ",11/01/2021,11/01/2021,4,Miami,FL,33132,CANVAS CONDO,2,2
A11104262,"$3,200 ","$3,200 ",$0 ,0.00%,"1,036",3.09,09/29/2021,11/01/2021,33,2008,No,No,Yes,2,"$3,200 ",10/19/2021,11/02/2021,12,Miami,FL,33137,CITY 24 CONDO,2,2
A11112450,"$2,700 ","$2,700 ",$0 ,0.00%,"1,080",2.5,10/15/2021,11/01/2021,17,2005,Yes,No,No,2,"$2,700 ",10/15/2021,11/16/2021,20,Miami,FL,33145,GROVE WAY CONDO,2,2
A11095772,"$4,200 ","$4,300 ",($100),-2.38%,"1,104",3.89,09/08/2021,11/01/2021,54,2015,Yes,Yes,Yes,1,"$4,300 ",10/15/2021,11/10/2021,9,Miami,FL,33137,ICON BAY CONDO,2,2
A11107864,"$2,900 ","$2,850 ",$50 ,1.72%,"1,121",2.54,10/06/2021,11/01/2021,26,2010,No,No,Yes,1,"$2,900 ",11/01/2021,11/02/2021,27,Miami,FL,33130,MINT CONDO,2,2
A11106434,"$3,000 ","$3,200 ",($200),-6.67%,"1,255",2.55,10/03/2021,11/01/2021,29,2006,Yes,No,No,1,"$3,100 ",10/18/2021,11/02/2021,16,Miami,FL,33130,NEO VERTIKA CONDO,2,2
A11107976,"$3,475 ","$3,600 ",($125),-3.60%,"1,096",3.28,10/06/2021,11/01/2021,26,2015,No,No,No,0,"$3,475 ",10/15/2021,11/01/2021,2,Miami,FL,33130,NINE AT MARY BRICKELL VIL,2,2
A11104313,"$3,200 ","$3,200 ",$0 ,0.00%,"1,215",2.63,09/28/2021,11/01/2021,34,2005,Yes,Yes,No,1,"$3,200 ",09/28/2021,11/02/2021,1,Miami,FL,33131,ONE MIAMI EAST CONDO,2,2
A11096175,"$2,800 ","$3,000 ",($200),-7.14%,"1,169",2.57,09/09/2021,11/01/2021,53,2005,No,Yes,Yes,1,"$2,800 ",10/31/2021,11/07/2021,59,Miami,FL,33131,ONE MIAMI WEST CONDO,2,2
A11060315,"$4,000 ","$4,500 ",($500),-12.50%,"1,067",4.22,06/21/2021,11/01/2021,133,2018,Yes,No,Yes,1,"$4,500 ",08/01/2021,11/04/2021,121,Miami,FL,33137,PARAISO BAY CONDO,2,2
A11096299,"$3,810 ","$3,500 ",$310 ,8.14%,"1,148",3.05,09/09/2021,11/01/2021,53,2018,Yes,No,No,1,"$3,810 ",10/11/2021,11/08/2021,60,Miami,FL,33137,PARAISO BAYVIEWS,2,2
A11105247,"$3,300 ","$3,500 ",($200),-6.06%,"1,289",2.72,09/28/2021,11/01/2021,34,2008,Yes,No,No,1,"$3,300 ",10/01/2021,11/02/2021,35,Miami,FL,33131,THE PLAZA 901 BRICKELL CO,2,2
A11102128,"$3,100 ","$3,300 ",($200),-6.45%,"1,058",3.12,09/23/2021,11/01/2021,39,2008,Yes,Yes,No,1,"$3,100 ",10/25/2021,11/01/2021,17,Miami,FL,33132,VIZCAYNE NORTH CONDO,2,2
A11091461,"$3,000 ","$2,895 ",$105 ,3.50%,929,3.12,09/06/2021,11/01/2021,56,2008,Yes,No,Yes,1,"$2,895 ",09/06/2021,11/02/2021,38,Miami,FL,33132,VIZCAYNE SOUTH CONDO,2,2
A11098437,"$2,800 ","$3,000 ",($200),-7.14%,"1,169",2.57,09/14/2021,10/31/2021,47,2005,Yes,Yes,No,1,"$2,800 ",11/01/2021,11/01/2021,48,Miami,FL,33131,ONE MIAMI EAST CONDO,2,2
A11085135,"$2,950 ","$2,950 ",$0 ,0.00%,"1,006",2.93,08/13/2021,10/31/2021,79,2008,Yes,Yes,No,1,"$2,950 ",09/14/2021,11/03/2021,12,Miami,FL,33132,VIZCAYNE NORTH CONDO,2,2
A11108248,"$2,700 ","$2,900 ",($200),-7.41%,"1,036",2.8,10/10/2021,10/29/2021,19,2007,Yes,No,Yes,0,"$2,700 ",10/15/2021,11/23/2021,11,Miami,FL,33132,THE LOFT DOWNTOWN II COND,2,2
A11101814,"$3,700 ","$3,700 ",$0 ,0.00%,"1,114",3.32,09/22/2021,10/28/2021,36,2008,Yes,Yes,No,2,"$3,700 ",09/22/2021,10/28/2021,5,Miami,FL,33130,IVY CONDO,2,2
A11104474,"$3,250 ","$3,950 ",($700),-21.54%,"1,181",3.34,09/28/2021,10/27/2021,29,2008,Yes,No,Yes,1,"$3,850 ",10/21/2021,10/27/2021,16,Miami,FL,33137,FOUR MIDTOWN MIAMI CONDO,2,2
F10299389,"$2,950 ","$2,950 ",$0 ,0.00%,930,3.17,09/02/2021,10/27/2021,55,2010,No,No,No,0,"$2,950 ",10/01/2021,10/27/2021,29,Miami,FL,33130,Mint Condo,2,2
A11102908,"$2,900 ","$2,950 ",($50),-1.72%,"1,104",2.67,09/24/2021,10/27/2021,33,2008,Yes,Yes,No,1,"$2,900 ",10/16/2021,10/28/2021,11,Miami,FL,33132,QUANTUM ON THE BAY CONDO,2,2
A11107847,"$3,200 ","$3,400 ",($200),-6.25%,964,3.53,10/03/2021,10/26/2021,23,2007,Yes,Yes,Yes,2,"$3,200 ",10/25/2021,11/04/2021,4,Miami,FL,33137,TWO MIDTOWN MIAMI CONDO,2,2
A11103788,"$2,800 ","$2,800 ",$0 ,0.00%,"1,190",2.35,09/27/2021,10/25/2021,28,2008,No,No,Yes,1,"$2,800 ",09/27/2021,10/26/2021,5,Miami,FL,33129,BRICKELL ROADS ATRIUMS CO,2,2
F10300941,"$3,290 ","$3,300 ",($10),-0.30%,"1,079",3.06,09/15/2021,10/25/2021,40,2008,Yes,Yes,No,1,"$3,290 ",09/15/2021,10/25/2021,3,Miami,FL,33130,Ivy Condo,2,2
A11107311,"$4,200 ","$4,200 ",$0 ,0.00%,"1,400",3,10/05/2021,10/25/2021,20,2006,Yes,Yes,No,1,"$4,200 ",10/25/2021,10/25/2021,5,Miami,FL,33137,NEW WAVE CONDO,2,2
A11091100,"$3,200 ","$3,400 ",($200),-6.25%,"1,145",2.97,08/23/2021,10/23/2021,61,2005,Yes,No,Yes,1,"$3,200 ",11/01/2021,11/08/2021,11,Miami,FL,33131,ONE MIAMI WEST CONDO,2,2
A11095679,"$2,900 ","$2,800 ",$100 ,3.45%,791,3.54,09/08/2021,10/18/2021,40,2016,Yes,No,No,0,"$2,800 ",09/20/2021,10/22/2021,30,Miami,FL,33131,Centro Condo,2,2
A11104106,"$3,200 ","$4,000 ",($800),-25.00%,"1,111",3.6,09/28/2021,10/15/2021,17,2007,Yes,No,Yes,1,"$3,200 ",09/30/2021,10/19/2021,1,Miami,FL,33137,MIDBLOCK MIAMI CONDO,2,2
A11068578,"$3,200 ","$3,600 ",($400),-12.50%,"1,105",3.26,07/09/2021,10/15/2021,98,2005,Yes,Yes,Yes,1,"$3,500 ",09/15/2021,10/28/2021,48,Miami,FL,33131,ONE MIAMI EAST CONDO,2,2
A11105396,"$3,400 ","$3,500 ",($100),-2.94%,"1,227",2.85,09/30/2021,10/15/2021,15,2005,Yes,Yes,Yes,1,"$3,400 ",09/30/2021,10/15/2021,5,Miami,FL,33131,ONE MIAMI WEST CONDO,2,2
A11094413,"$2,200 ","$2,800 ",($600),-27.27%,"1,036",2.7,09/04/2021,10/15/2021,41,2007,Yes,No,Yes,1,"$2,800 ",10/01/2021,10/18/2021,22,Miami,FL,33132,The Loft Downtown II Cond,2,2
A11087589,"$3,500 ","$3,500 ",$0 ,0.00%,"1,075",3.26,08/20/2021,10/15/2021,56,2008,Yes,Yes,No,1,"$3,500 ",09/15/2021,10/21/2021,62,Miami,FL,33130,Wind Condo,2,2
A11093979,"$3,700 ","$3,700 ",$0 ,0.00%,864,4.28,09/01/2021,10/12/2021,41,2018,No,No,Yes,1,"$3,700 ",10/01/2021,10/19/2021,12,Miami,FL,33137,3401 MIDTOWN CONDO,2,2
A11100159,"$2,750 ","$2,750 ",$0 ,0.00%,"1,234",2.23,09/17/2021,10/12/2021,25,2007,Yes,No,Yes,0,"$2,750 ",09/20/2021,10/12/2021,25,Miami,FL,33179,SKYLOFTS CONDO,2,2
A11102034,"$4,500 ","$4,500 ",$0 ,0.00%,"1,273",3.53,09/22/2021,10/11/2021,19,2015,Yes,No,Yes,0,"$4,500 ",09/22/2021,10/15/2021,7,Miami,FL,33130,NINE AT MARY BRICKELL VIL,2,2
F10294423,"$3,000 ","$3,400 ",($400),-13.33%,"1,169",2.91,07/26/2021,10/07/2021,73,2005,Yes,Yes,Yes,1,"$3,000 ",09/01/2021,10/15/2021,1,Miami,FL,33131,One Miami East Condo,2,2
A11099033,"$3,800 ","$3,700 ",$100 ,2.63%,"1,419",2.61,09/15/2021,10/05/2021,20,2008,Yes,No,No,1,"$3,800 ",09/20/2021,10/06/2021,7,Miami,FL,33132,Vizcayne,2,2
A11078161,"$3,500 ","$3,333 ",$167 ,4.77%,"1,088",3.06,07/30/2021,10/01/2021,63,2008,Yes,No,Yes,1,"$3,500 ",09/15/2021,10/01/2021,37,Miami,FL,33131,1060 BRICKELL CONDO,2,2
A11093497,"$3,800 ","$3,650 ",$150 ,3.95%,"1,165",3.13,09/02/2021,10/01/2021,29,2015,Yes,Yes,Yes,1,"$3,650 ",09/02/2021,10/04/2021,21,Miami,FL,33131,1100 MILLECENTO RESIDENCE,2,2
A11101409,"$3,500 ","$3,500 ",$0 ,0.00%,"1,144",3.06,09/21/2021,10/01/2021,10,2007,Yes,Yes,Yes,1,"$3,500 ",09/23/2021,10/12/2021,1,Miami,FL,33132,1800 CLUB CONDO,2,2
A11078190,"$3,500 ","$3,450 ",$50 ,1.43%,951,3.63,07/30/2021,10/01/2021,63,2015,Yes,No,No,1,"$3,500 ",08/01/2021,10/01/2021,40,Miami,FL,33137,4250 BISCAYNE BOULEVARD C,2,2
A11093470,"$4,950 ","$4,500 ",$450 ,9.09%,926,4.86,09/02/2021,10/01/2021,29,2017,Yes,No,No,1,"$4,600 ",09/02/2021,10/08/2021,28,Miami,FL,33130,BRICKELL HEIGHTS WEST CON,2,2
A11020704,"$2,200 ","$2,500 ",($300),-13.64%,989,2.53,03/30/2021,10/01/2021,185,2016,No,No,Yes,0,"$2,500 ",03/30/2021,10/01/2021,153,Miami,FL,33178,MIDTOWN DORAL,2,2
A11093743,"$3,700 ","$3,800 ",($100),-2.70%,"1,134",3.35,09/02/2021,10/01/2021,29,2016,Yes,No,Yes,1,"$3,700 ",09/02/2021,10/01/2021,5,Miami,FL,33131,THE BONDO (1080 BRICKELL),2,2
A11101456,"$4,300 ","$4,500 ",($200),-4.65%,"1,375",3.27,09/21/2021,09/30/2021,9,2009,Yes,Yes,No,1,"$4,300 ",10/01/2021,10/29/2021,10,Miami,FL,33132,MARINABLUE CONDO,2,2
A11072848,"$2,500 ","$2,550 ",($50),-2.00%,"1,010",2.52,08/04/2021,09/30/2021,57,2007,Yes,No,Yes,0,"$2,500 ",07/20/2021,10/18/2021,70,Miami,FL,33132,THE LOFT DOWNTOWN II COND,2,2
A11095060,"$4,000 ","$4,000 ",$0 ,0.00%,"1,327",3.01,09/07/2021,09/29/2021,22,2009,Yes,Yes,No,1,"$4,000 ",11/03/2021,11/17/2021,22,Miami,FL,33130,MINT CONDOMINIUM,2,2
A11095855,"$3,700 ","$3,700 ",$0 ,0.00%,"1,088",3.4,08/06/2021,09/23/2021,48,2008,No,No,No,1,"$3,700 ",09/15/2021,10/19/2021,40,Miami,FL,33131,1060 BRICKELL CONDO,2,2
A11077725,"$2,850 ","$3,200 ",($350),-12.28%,"1,013",3.16,08/03/2021,09/20/2021,48,2008,Yes,No,No,2,"$2,850 ",09/20/2021,10/06/2021,3,Miami,FL,33130,THE AXIS ON BRICKELL COND,2,2
A11076888,"$4,200 ","$4,200 ",$0 ,0.00%,912,4.61,07/28/2021,09/17/2021,51,2017,Yes,Yes,No,1,"$4,200 ",08/01/2021,09/22/2021,16,Miami,FL,33137,BISCAYNE BEACH CONDO,2,2
A11091211,"$3,200 ","$3,425 ",($225),-7.03%,"1,017",3.37,08/27/2021,09/17/2021,21,2008,Yes,No,No,1,"$3,200 ",08/30/2021,09/21/2021,25,Miami,FL,33131,MET 1,2,2
A11071357,"$4,750 ","$4,350 ",$400 ,8.42%,"1,096",3.97,07/15/2021,09/15/2021,62,2018,Yes,No,Yes,1,"$4,400 ",07/19/2021,09/17/2021,55,Miami,FL,33137,3401 MIDTOWN CONDO,2,2
A11082648,"$3,900 ","$3,900 ",$0 ,0.00%,"1,110",3.51,08/09/2021,09/15/2021,37,2006,No,No,No,1,"$3,900 ",08/09/2021,10/06/2021,17,Miami,FL,33131,BRICKELL ON THE RIVER N T,2,2
A11085718,"$5,600 ","$4,000 ","$1,600 ",28.57%,"1,313",3.05,08/18/2021,09/15/2021,28,2008,Yes,Yes,No,1,"$5,600 ",08/20/2021,09/16/2021,29,Miami,FL,33131,ICONBRICKELL CONDO NO 1,2,2
A11082605,"$4,000 ","$4,000 ",$0 ,0.00%,"1,384",2.89,08/09/2021,09/15/2021,37,2015,Yes,No,No,1,"$4,000 ",08/09/2021,09/21/2021,7,Miami,FL,33130,NINE AT MARY BRICKELL VIL,2,2
A11036025,"$4,200 ","$3,800 ",$400 ,9.52%,"1,363",2.79,05/02/2021,09/15/2021,136,2008,Yes,Yes,No,1,"$4,000 ",09/01/2021,09/15/2021,60,Miami,FL,33132,Vizcayne,2,2
A11086637,"$2,800 ","$2,800 ",$0 ,0.00%,"1,135",2.47,08/27/2021,09/13/2021,17,2014,Yes,No,Yes,1,"$2,800 ",08/27/2021,09/13/2021,7,Miami,FL,33131,MyBrickell,2,2
A11077958,"$2,900 ","$3,100 ",($200),-6.90%,"1,087",2.85,07/23/2021,09/11/2021,50,2008,No,No,Yes,1,"$2,900 ",09/06/2021,09/16/2021,14,Miami,FL,33130,IVY CONDO,2,2
A11088290,"$4,200 ","$4,000 ",$200 ,4.76%,"1,123",3.56,08/23/2021,09/09/2021,17,2008,Yes,Yes,Yes,1,"$4,200 ",09/06/2021,09/14/2021,22,Miami,FL,33131,500 BRICKELL WEST CONDO,2,2
A11073933,"$3,950 ","$3,950 ",$0 ,0.00%,"1,369",2.89,07/20/2021,09/09/2021,51,2015,Yes,No,No,1,"$3,950 ",09/01/2021,09/09/2021,15,Miami,FL,33130,NINE AT MARY BRICKELL VIL,2,2
A11080759,"$4,150 ","$4,150 ",$0 ,0.00%,"1,118",3.71,08/06/2021,09/09/2021,34,2015,Yes,No,No,1,"$4,150 ",08/11/2021,09/28/2021,26,Miami,FL,33130,NINE MARY BRICKELL,2,2
A11082260,"$3,500 ","$3,800 ",($300),-8.57%,"1,363",2.79,08/11/2021,09/09/2021,29,2008,Yes,Yes,Yes,1,"$3,500 ",08/16/2021,09/09/2021,2,Miami,FL,33132,VIZCAYNE NORTH CONDO,2,2
A11083129,"$2,900 ","$2,700 ",$200 ,6.90%,"1,034",2.61,08/10/2021,09/08/2021,29,2007,No,No,No,1,"$2,700 ",08/16/2021,09/15/2021,22,Miami,FL,33130,PARKVIEW AT BRICKELL COND,2,2
A11077066,"$3,800 ","$3,800 ",$0 ,0.00%,"1,064",3.57,07/29/2021,09/07/2021,40,2015,No,No,Yes,0,"$3,800 ",07/29/2021,09/16/2021,8,Miami,FL,33130,NINE AT MARY BRICKELL VIL,2,2
A11070546,"$2,950 ","$3,400 ",($450),-15.25%,"1,178",2.89,07/26/2021,09/06/2021,42,2005,Yes,Yes,No,1,"$2,950 ",09/06/2021,09/06/2021,7,Miami,FL,33131,One Miami East Tower,2,2
A11075331,"$2,350 ","$2,750 ",($400),-17.02%,"1,129",2.44,07/23/2021,09/06/2021,45,2007,No,No,Yes,2,"$2,350 ",09/01/2021,09/07/2021,10,Miami,FL,33145,THE LUXOR RESIDENCES COND,2,2
A11075389,"$3,200 ","$3,200 ",$0 ,0.00%,"1,146",2.79,07/24/2021,09/06/2021,44,2008,Yes,Yes,No,1,"$3,200 ",09/10/2021,09/07/2021,41,Miami,FL,33132,Vizcayne North,2,2
A11075328,"$4,000 ","$3,800 ",$200 ,5.00%,"1,200",3.17,07/24/2021,09/03/2021,41,2008,Yes,No,No,1,"$4,000 ",08/01/2021,09/03/2021,26,Miami,FL,33131,500 BRICKELL WEST CONDO,2,2
A11077485,"$3,200 ","$3,500 ",($300),-9.38%,"1,009",3.47,08/13/2021,09/03/2021,21,2018,Yes,No,Yes,1,"$3,200 ",08/25/2021,09/10/2021,12,Miami,FL,33132,CANVAS CONDOMINIUM,2,2
A11086256,"$3,500 ","$3,500 ",$0 ,0.00%,"1,088",3.22,08/17/2021,09/01/2021,15,2008,Yes,No,No,1,"$3,500 ",09/01/2021,09/16/2021,3,Miami,FL,33131,1060 BRICKELL CONDO,2,2
A11072165,"$3,700 ","$3,500 ",$200 ,5.41%,972,3.6,07/16/2021,09/01/2021,47,2018,Yes,No,Yes,1,"$3,700 ",08/27/2021,09/02/2021,21,Miami,FL,33137,3401 MIDTOWN CONDO,2,2
A11065527,"$3,500 ","$3,500 ",$0 ,0.00%,972,3.6,07/02/2021,09/01/2021,61,2018,Yes,No,Yes,0,"$3,500 ",09/01/2021,09/01/2021,24,Miami,FL,33137,3401 MIDTOWN CONDO,2,2
A11075953,"$3,400 ","$3,400 ",$0 ,0.00%,"1,197",2.84,07/28/2021,09/01/2021,35,2008,Yes,No,No,2,"$3,400 ",09/01/2021,09/01/2021,7,Miami,FL,33131,500 BRICKELL EAST CONDO,2,2
A11051820,"$3,200 ","$3,300 ",($100),-3.13%,"1,013",3.26,06/03/2021,09/01/2021,90,2008,Yes,No,No,1,"$3,200 ",07/01/2021,09/01/2021,9,Miami,FL,33130,AXIS ON BRICKELL SOUTH,2,2
A11084586,"$2,600 ","$2,800 ",($200),-7.69%,957,2.93,08/13/2021,09/01/2021,19,2008,No,No,Yes,1,"$2,600 ",08/13/2021,09/08/2021,12,Miami,FL,33129,BRICKELL ROADS ATRIUMS CO,2,2
A11071799,"$2,500 ","$2,700 ",($200),-8.00%,"1,020",2.65,07/16/2021,09/01/2021,47,2008,Yes,No,No,2,"$2,600 ",07/16/2021,09/10/2021,56,Miami,FL,33137,CITY 24 CONDO,2,2
A11086068,"$3,800 ","$3,800 ",$0 ,0.00%,"1,142",3.33,08/17/2021,09/01/2021,15,2008,No,No,No,1,"$3,800 ",09/01/2021,09/14/2021,3,Miami,FL,33137,FOUR MIDTOWN MIAMI CONDO,2,2
A11075651,"$4,600 ","$4,450 ",$150 ,3.26%,"1,012",4.4,07/26/2021,09/01/2021,37,2008,Yes,Yes,No,1,"$4,500 ",08/01/2021,09/01/2021,32,Miami,FL,33131,ICONBRICKELL CONDO NO 1,2,2
A11081457,"$3,500 ","$3,700 ",($200),-5.71%,"1,129",3.28,08/06/2021,09/01/2021,26,2008,Yes,Yes,No,2,"$3,500 ",08/06/2021,09/10/2021,6,Miami,FL,33130,IVY CONDO,2,2
A11083844,"$3,300 ","$3,400 ",($100),-3.03%,930,3.66,08/12/2021,09/01/2021,20,2010,Yes,Yes,No,0,"$3,300 ",08/12/2021,09/03/2021,5,Miami,FL,33130,MINT CONDO,2,2
A11069036,"$2,950 ","$3,100 ",($150),-5.08%,"1,178",2.63,07/10/2021,09/01/2021,53,2005,Yes,No,No,1,"$2,950 ",09/01/2021,09/02/2021,4,Miami,FL,33131,ONE MIAMI EAST CONDO,2,2
A11081223,"$3,400 ","$3,500 ",($100),-2.94%,944,3.71,08/05/2021,09/01/2021,27,2018,No,No,Yes,1,"$3,400 ",08/31/2021,09/09/2021,12,Miami,FL,33137,PARAISO BAYVIEWS CONDO,2,2
A11075193,"$3,400 ","$3,400 ",$0 ,0.00%,"1,106",3.07,07/23/2021,09/01/2021,40,2008,Yes,No,No,1,"$3,400 ",07/23/2021,09/17/2021,31,Miami,FL,33130,THE AXIS ON BRICKELL COND,2,2
A11077235,"$3,800 ","$4,000 ",($200),-5.26%,"1,357",2.95,07/28/2021,08/31/2021,34,2007,Yes,Yes,Yes,1,"$3,800 ",09/01/2021,08/31/2021,15,Miami,FL,33132,50 BISCAYNE CONDO,2,2
A11076156,"$3,600 ","$3,700 ",($100),-2.78%,"1,363",2.71,07/26/2021,08/31/2021,36,2008,Yes,Yes,No,1,"$3,600 ",07/26/2021,08/31/2021,,Miami,FL,33132,VIZCAYNE NORTH CONDO,2,2
A11079097,"$2,950 ","$3,600 ",($650),-22.03%,940,3.83,08/02/2021,08/30/2021,28,2016,Yes,No,Yes,1,"$3,600 ",08/04/2021,09/22/2021,51,Miami,FL,33130,BRICKELL TEN CONDO,2,2
A11077452,"$3,450 ","$3,450 ",$0 ,0.00%,"1,106",3.12,07/29/2021,08/30/2021,32,2008,Yes,No,No,1,"$3,450 ",07/29/2021,08/30/2021,15,Miami,FL,33130,THE AXIS ON BRICKELL COND,2,2
A11075486,"$3,900 ","$3,700 ",$200 ,5.13%,"1,110",3.33,07/24/2021,08/27/2021,34,2006,Yes,Yes,No,1,"$3,900 ",07/30/2021,08/30/2021,37,Miami,FL,33131,BRICKELL ON THE RIVER N T,2,2
A11078571,"$2,200 ","$2,500 ",($300),-13.64%,887,2.82,07/31/2021,08/26/2021,26,2010,Yes,Yes,Yes,2,"$2,200 ",08/01/2021,08/26/2021,26,Miami,FL,33125,TERRAZAS RIVERPARK VILLAG,2,2
A11068407,"$3,100 ","$3,250 ",($150),-4.84%,"1,163",2.79,07/08/2021,08/25/2021,48,2008,Yes,No,No,1,"$3,300 ",07/15/2021,08/27/2021,32,Miami,FL,33137,GALLERY ART CONDO,2,2
A11070030,"$4,000 ","$4,100 ",($100),-2.50%,"1,369",2.99,07/13/2021,08/25/2021,43,2015,No,No,No,1,"$4,000 ",08/20/2021,09/21/2021,35,Miami,FL,33130,NINE AT MARY BRICKELL VIL,2,2
F10289829,"$4,500 ","$4,250 ",$250 ,5.56%,"1,167",3.64,06/21/2021,08/24/2021,64,2015,Yes,No,Yes,1,"$4,250 ",08/01/2020,08/25/2021,52,Miami,FL,33130,1100 MILLECENTO RESIDENCE,2,2
A11076778,"$2,650 ","$2,800 ",($150),-5.66%,"1,016",2.76,07/06/2021,08/24/2021,49,2014,Yes,Yes,No,0,"$2,650 ",08/23/2021,09/07/2021,26,Miami,FL,33131,MYBRICKELL CONDO,2,2
A11016208,"$3,150 ","$4,400 ","($1,250)",-39.68%,"1,165",3.78,03/20/2021,08/23/2021,156,2015,Yes,No,Yes,1,"$4,300 ",03/21/2021,09/06/2021,53,Miami,FL,33130,1100 MILLECENTO RESIDENCE,2,2
A11083542,"$3,250 ","$3,500 ",($250),-7.69%,"1,117",3.13,08/11/2021,08/23/2021,12,2006,Yes,Yes,Yes,1,"$3,250 ",08/11/2021,08/23/2021,7,Miami,FL,33131,BRICKELL ON THE RIVER N T,2,2
A11081925,"$3,350 ","$3,500 ",($150),-4.48%,"1,064",3.29,08/08/2021,08/23/2021,15,2006,Yes,Yes,Yes,1,"$3,350 ",08/08/2021,08/23/2021,2,Miami,FL,33131,SOLARIS AT BRICKELL BAY C,2,2
A11075874,"$4,000 ","$4,200 ",($200),-5.00%,"1,113",3.77,07/26/2021,08/23/2021,28,2008,Yes,Yes,No,1,"$4,000 ",07/26/2021,08/26/2021,9,Miami,FL,33131,THE PLAZA 901 BRICKELL CO,2,2
F10291971,"$4,300 ","$4,250 ",$50 ,1.16%,"1,167",3.64,07/07/2021,08/20/2021,44,2015,Yes,No,Yes,1,"$4,250 ",08/06/2021,08/25/2021,30,Miami,FL,33130,1100 MILLECENTO RESIDENCE,2,2
A11075989,"$2,800 ","$2,900 ",($100),-3.57%,"1,036",2.8,07/26/2021,08/20/2021,25,2008,Yes,No,No,1,"$2,800 ",07/26/2021,08/23/2021,8,Miami,FL,33137,CITY 24 CONDO,2,2
A11078406,"$4,500 ","$4,500 ",$0 ,0.00%,"1,222",3.68,07/31/2021,08/19/2021,19,2007,Yes,Yes,No,1,"$4,500 ",09/15/2021,08/27/2021,7,Miami,FL,33132,1800 CLUB CONDO,2,2
A11070338,"$2,200 ","$2,500 ",($300),-13.64%,984,2.54,07/13/2021,08/19/2021,37,2007,No,No,No,1,"$2,500 ",08/10/2021,08/22/2021,15,Miami,FL,33128,HAVANA LOFTS CONDO,2,2
A11067236,"$2,900 ","$3,000 ",($100),-3.45%,"1,255",2.39,07/06/2021,08/19/2021,44,2006,Yes,Yes,No,1,"$2,900 ",08/18/2021,08/19/2021,24,Miami,FL,33130,NEO VERTIKA CONDO,2,2
A11079689,"$2,700 ","$2,600 ",$100 ,3.70%,967,2.69,08/03/2021,08/19/2021,16,2010,Yes,Yes,Yes,1,"$2,700 ",08/05/2021,08/20/2021,17,Miami,FL,33125,TERRAZAS RIVERPARK VILLAG,2,2
